ground_truth_id,order_id,expected_scenario,expected_outcome,expected_resolution_class,expected_root_cause,expected_human_escalation,expected_ai_investigation,expected_confidence_band,expected_financial_impact,linked_payment_ids,linked_settlement_ids,notes
GT-000502,ORD-000502,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000502","SET-000502","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000503,ORD-000503,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000503","SET-000503","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000504,ORD-000504,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000504","SET-000504","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000505,ORD-000505,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000505","SET-000505","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000506,ORD-000506,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000506","SET-000506","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000507,ORD-000507,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000507","SET-000507","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000508,ORD-000508,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000508","SET-000508","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000509,ORD-000509,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000509","SET-000509","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000510,ORD-000510,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000510","SET-000510","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000511,ORD-000511,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000511","SET-000511","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000512,ORD-000512,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000512","SET-000512","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000513,ORD-000513,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000513","SET-000513","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000514,ORD-000514,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000514","SET-000514","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000515,ORD-000515,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000515","SET-000515","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000516,ORD-000516,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000516","SET-000516","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000517,ORD-000517,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000517","SET-000517","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000518,ORD-000518,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000518","SET-000518","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000519,ORD-000519,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000519","SET-000519","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000520,ORD-000520,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000520","SET-000520","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000521,ORD-000521,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000521","SET-000521","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000522,ORD-000522,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000522","SET-000522","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000523,ORD-000523,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000523","SET-000523","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000524,ORD-000524,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000524","SET-000524","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000525,ORD-000525,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000525","SET-000525","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000526,ORD-000526,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000526","SET-000526","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000527,ORD-000527,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000527","SET-000527","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000528,ORD-000528,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000528","SET-000528","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000529,ORD-000529,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000529","SET-000529","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000530,ORD-000530,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000530","SET-000530","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000531,ORD-000531,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000531","SET-000531","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000532,ORD-000532,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000532","SET-000532","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000533,ORD-000533,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000533","SET-000533","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000534,ORD-000534,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000534","SET-000534","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000535,ORD-000535,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000535","SET-000535","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000536,ORD-000536,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000536","SET-000536","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000537,ORD-000537,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000537","SET-000537","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000538,ORD-000538,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000538","SET-000538","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000539,ORD-000539,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000539","SET-000539","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000540,ORD-000540,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000540","SET-000540","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000541,ORD-000541,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000541","SET-000541","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000542,ORD-000542,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000542","SET-000542","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000543,ORD-000543,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000543","SET-000543","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000544,ORD-000544,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000544","SET-000544","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000545,ORD-000545,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000545","SET-000545","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000546,ORD-000546,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000546","SET-000546","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000547,ORD-000547,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000547","SET-000547","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000548,ORD-000548,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000548","SET-000548","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000549,ORD-000549,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000549","SET-000549","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000550,ORD-000550,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000550","SET-000550","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000551,ORD-000551,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000551","SET-000551","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000552,ORD-000552,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000552","SET-000552","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000553,ORD-000553,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000553","SET-000553","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000554,ORD-000554,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000554","SET-000554","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000555,ORD-000555,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000555","SET-000555","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000556,ORD-000556,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000556","SET-000556","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000557,ORD-000557,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000557","SET-000557","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000558,ORD-000558,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000558","SET-000558","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000559,ORD-000559,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000559","SET-000559","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000560,ORD-000560,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000560","SET-000560","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000561,ORD-000561,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000561","SET-000561","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000562,ORD-000562,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000562","SET-000562","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000563,ORD-000563,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000563","SET-000563","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000564,ORD-000564,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000564","SET-000564","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000565,ORD-000565,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000565","SET-000565","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000566,ORD-000566,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000566","SET-000566","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000567,ORD-000567,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000567","SET-000567","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000568,ORD-000568,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000568","SET-000568","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000569,ORD-000569,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000569","SET-000569","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000570,ORD-000570,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000570","SET-000570","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000571,ORD-000571,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000571","SET-000571","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000572,ORD-000572,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000572","SET-000572","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000573,ORD-000573,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000573","SET-000573","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000574,ORD-000574,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000574","SET-000574","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000575,ORD-000575,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000575","SET-000575","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000576,ORD-000576,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000576","SET-000576","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000577,ORD-000577,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000577","SET-000577","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000578,ORD-000578,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000578","SET-000578","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000579,ORD-000579,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000579","SET-000579","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000580,ORD-000580,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000580","SET-000580","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000581,ORD-000581,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000581","SET-000581","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000582,ORD-000582,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000582","SET-000582","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000583,ORD-000583,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000583","SET-000583","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000584,ORD-000584,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000584","SET-000584","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000585,ORD-000585,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000585","SET-000585","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000586,ORD-000586,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000586","SET-000586","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000587,ORD-000587,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000587","SET-000587","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000588,ORD-000588,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000588","SET-000588","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000589,ORD-000589,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000589","SET-000589","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000590,ORD-000590,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000590","SET-000590","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000591,ORD-000591,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000591","SET-000591","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000592,ORD-000592,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000592","SET-000592","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000593,ORD-000593,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000593","SET-000593","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000594,ORD-000594,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000594","SET-000594","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000595,ORD-000595,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000595","SET-000595","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000596,ORD-000596,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000596","SET-000596","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000597,ORD-000597,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000597","SET-000597","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000598,ORD-000598,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000598","SET-000598","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000599,ORD-000599,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000599","SET-000599","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000600,ORD-000600,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000600","SET-000600","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000601,ORD-000601,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000601","SET-000601","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000602,ORD-000602,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000602","SET-000602","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000603,ORD-000603,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000603","SET-000603","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000604,ORD-000604,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000604","SET-000604","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000605,ORD-000605,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000605","SET-000605","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000606,ORD-000606,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000606","SET-000606","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000607,ORD-000607,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000607","SET-000607","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000608,ORD-000608,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000608","SET-000608","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000609,ORD-000609,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000609","SET-000609","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000610,ORD-000610,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000610","SET-000610","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000611,ORD-000611,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000611","SET-000611","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000612,ORD-000612,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000612","SET-000612","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
